amount,hour_of_day,day_of_week,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,amount_log,velocity_ratio,amount_zscore,is_night,is_weekend,risk_country_pair,label
352.76,9,3,6,1,5,22.53,-0.9161,0,0,2061,0.0631,5.868618717109136,0.16666666666666666,0.04606327954724402,0,0,0,0
94.02,8,2,6,0,3,52.91,-0.0043,1,0,1309,0.5441,4.554087395758775,0.0,-0.043524812691452634,0,0,1,0
66.33,11,0,0,0,3,93.8,0.0603,0,1,259,0.1598,4.20960590255719,0.0,-0.05311240747420564,0,0,0,0
62.13,14,5,2,1,10,19.85,-0.564,0,0,2893,0.2401,4.145196092379535,0.09090909090909091,-0.05456664720290056,0,1,0,0
12.14,14,5,0,1,8,37.98,0.1192,0,0,1630,0.4868,2.5756610130564646,0.1111111111111111,-0.07187556244991473,0,1,0,0
12.15,9,6,5,1,11,56.22,-0.0208,0,1,1701,0.501,2.5764217586237734,0.08333333333333333,-0.07187209997437022,0,1,0,0
20.77,12,1,0,3,4,16.34,1.4749,0,0,3489,0.0471,3.080532875246456,0.6,-0.06888744605500109,0,0,0,0
34.2,17,3,1,2,2,76.11,-0.9061,0,1,1489,0.0577,3.5610460826040513,0.6666666666666666,-0.06423734139872184,0,0,0,0
193.96,12,1,1,3,5,34.16,-0.4425,0,1,1228,0.1493,5.272794409316951,0.5,-0.008920832099602344,0,0,0,0
146.96,17,6,0,0,8,58.78,0.2543,0,0,1666,0.5809,4.996941966964253,0.0,-0.025194467158807504,0,1,0,0
50.49,15,1,5,0,4,100.65,-3.2768,0,0,2428,0.018,3.94138761405805,0.0,-0.05859696873671222,0,0,0,0
142.33,2,3,8,17,18,156.8,5.8566,1,1,12,0.8764,4.965149663935124,0.8947368421052632,-0.026797593335916435,1,0,1,1
53.93,15,3,0,1,4,185.28,0.5332,0,1,870,0.1622,4.006059647354529,0.2,-0.05740587714940018,0,0,0,0
130.89,15,4,0,0,6,71.07,-0.4767,0,0,958,0.2256,4.881968241837793,0.0,-0.03075866535883787,0,0,0,0
37.69,14,0,2,1,4,51.85,0.5922,0,0,2873,0.1316,3.6555811687124216,0.2,-0.06302893743368725,0,0,0,0
86.68,21,2,3,1,6,28.22,-0.735,0,1,1376,0.3017,4.473693823199706,0.14285714285714285,-0.046066269741124245,0,0,0,0
358.53,12,0,3,1,3,511.46,-0.5119,0,0,887,0.286,5.884797622914456,0.25,0.048061127936427285,0,0,0,0
19.89,20,4,4,0,4,85.59,2.5272,0,0,2738,0.5915,3.0392705755684744,0.0,-0.06919214390291814,0,0,0,0
346.75,19,2,1,1,11,34.63,0.2867,0,0,784,0.3494,5.851483830803552,0.08333333333333333,0.04398233174499247,0,0,0,0
1345.49,1,3,8,11,24,10.5,1.5597,0,1,25,0.924,7.20525648556236,0.44,0.38979361427755754,1,0,0,1
83.88,15,6,0,1,12,96.57,0.9568,0,0,1943,0.5605,4.441238494305727,0.07692307692307693,-0.04703576289358754,0,1,0,0
34.05,14,4,0,1,3,34.11,0.8824,0,0,2767,0.454,3.5567756134805992,0.25,-0.06428927853188951,0,0,0,0
20.78,14,4,6,1,8,52.24,0.9337,0,1,3607,0.5811,3.0809921175048145,0.1111111111111111,-0.06888398357945659,0,0,0,0
116.35,11,0,2,0,3,61.13,0.3275,0,0,1702,0.0712,4.765160922297032,0.0,-0.03579310480055793,0,0,0,0
759.29,21,1,6,1,4,83.95,0.3875,0,1,3478,0.2067,6.633699939445013,0.2,0.18682329785827959,0,0,0,0
60.3,12,5,4,1,6,31.56,-1.1335,0,0,2776,0.0477,4.115779842942166,0.14285714285714285,-0.0552002802275462,0,1,0,0
64.04,10,2,6,1,7,120.62,0.774,0,0,2542,0.5516,4.175002465239555,0.125,-0.05390531437389881,0,0,0,0
53.87,12,0,4,2,9,103.21,1.1719,0,1,1265,0.0058,4.004966751070884,0.2,-0.05742665200266725,0,0,0,0
43.4,21,2,1,3,9,21.64,-0.7632,0,0,2468,0.3417,3.7932394694381792,0.3,-0.06105186389777104,0,0,0,0
519.28,15,0,6,0,7,99.54,1.5201,1,1,2464,0.1671,6.25436712819554,0.0,0.10372042231445344,0,0,0,0
91.62,15,6,1,1,2,51.8,-0.7556,0,0,1248,0.0362,4.528505101052606,0.3333333333333333,-0.04435580682213545,0,1,0,0
182.8,16,1,2,0,5,72.9,0.2268,1,0,1782,0.2343,5.213848209921586,0.0,-0.012784954807277439,0,0,0,0
16.92,14,2,0,2,4,7.22,0.7428,0,0,1395,0.152,2.8859174075467844,0.4,-0.07022049913963811,0,0,0,0
7.62,14,3,5,1,7,53.47,1.7046,0,0,3306,0.3544,2.154085084675602,0.125,-0.07344060139603403,0,0,0,0
34.56,12,0,2,2,4,24.9,0.2237,0,0,2138,0.342,3.571221410645704,0.4,-0.06411269227911942,0,0,0,0
100.54,18,6,5,0,2,98.23,0.0642,0,0,2452,0.5012,4.620452809519248,0.0,-0.04126727863643098,0,1,0,0
31.97,11,0,3,1,6,23.44,0.6416,0,0,2844,0.5064,3.49559805708364,0.14285714285714285,-0.06500947344514796,0,0,0,0
10.69,20,2,4,1,5,38.5,1.3933,0,0,1040,0.2409,2.458733775483977,0.16666666666666666,-0.07237762140386893,0,0,0,0
107.73,19,5,4,0,7,33.05,0.212,0,0,2501,0.0026,4.6888677450096585,0.0,-0.038777758719927044,0,1,0,0
87.48,15,4,2,2,8,149.1,-1.1709,0,0,2575,0.0579,4.482776537774025,0.2222222222222222,-0.045789271697563305,0,0,0,0
9.22,15,0,0,2,2,21.06,0.5013,0,1,2483,0.4665,2.3243465847755584,0.6666666666666666,-0.07288660530891215,0,0,0,0
7.23,13,4,0,0,4,26.17,1.2134,0,0,2086,0.0658,2.1077860146889784,0.0,-0.07357563794227,0,0,0,0
61.58,10,6,3,0,6,21.35,-0.0198,0,1,3161,0.2862,4.136445738240736,0.0,-0.054757083357848714,0,1,0,0
22.43,21,5,2,1,4,35.95,0.8462,0,0,982,0.1483,3.1540172525197043,0.2,-0.06831267511461216,0,1,0,0
125.93,8,5,6,3,5,153.08,1.2234,1,0,679,0.53,4.843635753400086,0.5,-0.03247605322891568,0,1,1,0
15.64,15,3,4,1,1,96.97,-0.4844,0,1,2648,0.1589,2.8118094353930627,0.5,-0.07066369600933563,0,0,0,0
401.68,13,1,4,1,11,79.45,0.152,0,1,2838,0.4811,5.9981422018612225,0.08333333333333333,0.06300170991099543,0,0,0,0
104.7,14,2,3,1,5,45.82,-0.0482,0,0,2202,0.2444,4.660604892876192,0.16666666666666666,-0.0398268888099141,0,0,0,0
17.72,12,1,5,1,6,31.29,0.9724,0,0,3141,0.322,2.929592471049446,0.14285714285714285,-0.06994350109607718,0,0,0,0
22.15,20,3,6,0,4,76.79,-0.8926,0,0,1722,0.0862,3.1419947805322432,0.0,-0.06840962442985848,0,0,0,0
11.23,10,1,6,0,3,58.13,2.0909,1,0,2037,0.1746,2.503891949699081,0.0,-0.0721906477244653,0,0,1,0
15.05,9,1,1,2,6,21.01,0.2363,0,0,1083,0.5832,2.775708849576025,0.2857142857142857,-0.0708679820664618,0,0,0,0
539.66,17,4,3,0,3,86.44,2.5273,0,1,1427,0.5894,6.292790615475001,0.0,0.11077694747416836,0,0,0,0
91.83,21,0,0,0,3,68.9,-1.047,0,0,1981,0.5129,4.530769863411841,0.0,-0.044283094835700705,0,0,0,0
285.83,19,6,4,0,7,34.74,-0.2766,0,0,749,0.3718,5.658889705765464,0.0,0.022888930727826967,0,1,0,0
85.18,11,4,0,2,5,229.84,0.3566,0,1,1318,0.0851,4.456438132187692,0.3333333333333333,-0.046585641072801005,0,0,0,0
40.78,19,1,6,0,5,57.23,0.8783,0,1,3397,0.2209,3.7324177561284198,0.0,-0.061959032490433115,0,0,0,0
34.28,8,3,0,1,2,80.31,-0.2677,0,1,2571,0.3208,3.5633162311385904,0.3333333333333333,-0.06420964159436575,0,0,0,0
85.56,20,1,0,1,8,39.01,1.8492,0,1,638,0.5617,4.460837815098172,0.1111111111111111,-0.046454067002109564,0,0,0,0
181.49,11,5,2,1,4,23.81,-0.1179,0,0,1407,0.0014,5.206695377000724,0.2,-0.013238539103608478,0,1,0,0
202.75,17,3,0,1,3,113.07,-0.136,0,1,3553,0.5798,5.316893752120972,0.25,-0.00587731609597653,0,0,0,0
490.89,14,5,3,3,4,8.3,-0.5951,0,0,1206,0.2817,6.198255114259419,0.6,0.09389045424358462,0,1,0,0
132.98,8,0,4,2,2,30.27,1.5252,0,1,2471,0.2036,4.897690535080121,0.6666666666666666,-0.030035007970034916,0,0,0,0
29.67,13,0,1,1,5,39.96,-1.2325,0,1,2112,0.1687,3.4232849781261603,0.16666666666666666,-0.06580584282038565,0,0,0,0
73.45,10,3,6,2,4,67.09,0.2628,0,1,2328,0.3107,4.310127759130018,0.4,-0.05064712488651328,0,0,0,0
78.37,10,6,1,0,6,62.12,-0.6331,0,0,1384,0.5304,4.374120463102784,0.0,-0.0489435869186135,0,1,0,0
1786.28,1,1,9,6,24,71.48,3.901,1,1,63,0.9549,7.4884501900705,0.24,0.5424160738040904,1,0,1,1
15.11,19,5,0,1,9,18.27,-1.132,0,0,297,0.1854,2.779440197188883,0.1,-0.07084720721319474,0,1,0,0
47.11,20,4,3,0,1,80.75,0.5409,0,0,3518,0.1146,3.8734900557113625,0.0,-0.05976728547075719,0,0,0,0
134.36,13,5,2,1,5,98.0,0.7256,0,0,1112,0.0589,4.907937895857914,0.16666666666666666,-0.029557186344892288,0,1,0,0
31.51,18,0,4,1,1,51.3,0.4069,0,1,736,0.1004,3.481547734315814,0.5,-0.0651687473201955,0,0,0,0
3.14,21,6,6,2,4,54.62,1.7732,1,0,2419,0.284,1.420695787837223,0.4,-0.0749917904399753,0,1,1,0
60.59,12,6,4,1,4,38.29,-0.3797,0,1,2546,0.0172,4.120499519698952,0.2,-0.055099868436755364,0,1,0,0
18.12,15,5,1,1,6,43.88,-0.5325,0,0,1597,0.5739,2.9507349076232554,0.14285714285714285,-0.06980500207429671,0,1,0,0
16.21,9,4,2,0,7,80.03,-1.6543,1,0,2328,0.1111,2.845490610223448,0.0,-0.07046633490329846,0,0,1,0
81.11,15,0,0,0,5,70.05,-0.3373,0,0,3246,0.4229,4.4080598117206975,0.0,-0.047994868619417284,0,0,0,0
555.6,11,1,6,0,9,26.22,-0.9105,0,1,3453,0.0674,6.3218468490917905,0.0,0.11629613349212008,0,0,0,0
91.65,17,1,5,2,5,19.53,-1.527,1,0,1568,0.1385,4.528828952731369,0.3333333333333333,-0.04434541939550191,0,0,0,0
37.64,11,3,0,2,4,99.48,-1.2042,0,1,2247,0.3832,3.654288009344317,0.4,-0.06304624981140981,0,0,0,0
16.62,15,6,2,1,3,74.6,0.5215,0,0,1630,0.2537,2.8690346205080335,0.25,-0.07032437340597347,0,1,0,0
141.22,14,1,6,2,5,79.71,-0.4686,0,1,3172,0.2149,4.957375154455372,0.3333333333333333,-0.02718192812135724,0,0,0,0
53.54,17,3,0,1,7,30.57,-1.6883,0,0,1571,0.1678,3.9989343774174424,0.125,-0.057540913695636145,0,0,0,0
24.77,20,5,5,0,11,90.2,0.2014,0,0,2896,0.3642,3.2492110246642736,0.0,-0.0675024558371964,0,1,0,0
237.74,8,6,5,5,6,51.06,0.8932,0,0,184,0.5219,5.475375093666893,0.7142857142857143,0.006237885834270037,0,1,0,0
45.27,20,4,3,1,7,46.75,-0.5024,0,0,2724,0.2616,3.8344938029189084,0.125,-0.060404380970947344,0,0,0,0
20.73,21,6,1,4,4,136.1,1.0451,0,0,2768,0.3721,3.078693794268338,0.8,-0.06890129595717916,0,1,0,0
101.91,19,3,0,2,4,122.39,1.6368,0,0,1537,0.596,4.6338548198480005,0.4,-0.040792919486832876,0,0,0,0
43.34,8,0,2,0,9,30.15,2.6852,0,0,2342,0.4256,3.7918872041881655,0.0,-0.06107263875103811,0,0,0,0
63.23,17,4,4,1,5,86.69,0.4438,0,0,2592,0.5853,4.162470391269701,0.16666666666666666,-0.054185774893004274,0,0,0,0
8.64,10,1,6,3,3,97.87,-2.0268,0,0,2747,0.2641,2.265921108622454,0.75,-0.07308742889049384,0,0,0,0
17.41,21,1,4,0,6,30.7,-0.4603,0,0,1029,0.2629,2.9128939952449864,0.0,-0.07005083783795704,0,0,0,0
54.95,17,1,4,2,5,28.69,0.1459,0,1,2449,0.3247,4.024458434757935,0.3333333333333333,-0.05705270464385999,0,0,0,0
218.99,13,4,0,0,6,46.51,-0.4765,0,0,2653,0.0369,5.393582090773818,0.0,-0.0002542558116894677,0,0,0,0
1178.34,23,1,8,5,19,116.79,2.6102,1,1,50,0.9822,7.072710238946892,0.25,0.3319183355510439,1,0,1,1
31.47,19,6,0,0,2,73.07,-0.0837,0,1,2128,0.1215,3.4803165861147547,0.0,-0.06518259722237355,0,1,0,0
11.44,10,1,2,0,4,49.93,0.7923,0,1,2494,0.2922,2.5209170873110334,0.0,-0.07211793573803055,0,0,0,0
134.82,19,2,0,0,8,32.88,-0.0843,0,0,1517,0.5869,4.911330479685645,0.0,-0.029397912469844755,0,0,0,0
439.68,14,6,3,0,4,48.61,1.9528,0,0,1105,0.0193,6.0883189884718645,0.0,0.07615911698014004,0,1,0,0
31.04,10,1,4,2,1,85.93,-0.4512,1,0,914,0.5105,3.4669851222001586,1.0,-0.06533148367078755,0,0,0,0
87.25,21,6,5,1,5,17.03,0.6934,1,1,2725,0.512,4.480173695813406,0.16666666666666666,-0.04586890863508708,0,1,1,0
10.37,12,5,3,3,10,23.42,-0.365,0,0,1608,0.2967,2.4309783077624445,0.2727272727272727,-0.0724884206212933,0,1,0,0
465.11,14,2,0,3,7,30.41,-0.14,0,0,872,0.5115,6.144421657772019,0.375,0.08496419228983337,0,0,0,0
2.89,10,6,0,4,3,100.24,-1.4224,0,1,1183,0.3881,1.358409157630355,1.0,-0.07507835232858809,0,1,0,0
5651.12,23,1,9,7,22,9.08,4.7167,1,1,89,0.9789,8.63978597500154,0.30434782608695654,1.8806074721491643,1,0,1,1
31.97,14,5,6,0,3,67.6,-0.6289,0,0,2152,0.1404,3.49559805708364,0.0,-0.06500947344514796,0,1,0,0
66.06,16,3,2,2,3,79.48,-0.6876,0,1,3380,0.0313,4.205587741038083,0.5,-0.053205894313907445,0,0,0,0
83.06,18,6,5,1,2,60.99,0.7307,0,0,2003,0.2155,4.431530829576971,0.3333333333333333,-0.0473196858882375,0,1,0,0
22.32,10,5,1,1,5,37.01,0.1001,0,0,3643,0.5659,3.1493113614822916,0.16666666666666666,-0.06835076234560178,0,1,0,0
31.55,15,3,6,2,3,49.71,1.2119,0,0,1064,0.0778,3.4827773686545784,0.5,-0.06515489741801744,0,0,0,0
11.2,21,2,5,0,4,56.28,1.4708,1,0,2766,0.252,2.501435951739211,0.0,-0.07220103515109884,0,0,1,0
21.11,9,2,6,2,6,29.75,0.9876,0,1,370,0.2058,3.096029994869355,0.2857142857142857,-0.0687697218864877,0,0,0,0
2676.36,1,0,7,9,19,14.4,5.1501,1,1,71,0.9012,7.892586513373161,0.45,0.850604097069991,1,0,1,1
16.79,8,4,2,1,8,12.91,0.5551,0,0,2806,0.2701,2.8786365016777435,0.1111111111111111,-0.07026551132171678,0,0,0,0
240.32,8,3,1,1,3,167.52,-0.3769,0,0,2775,0.2113,5.486123853572561,0.25,0.007131204524754059,0,0,0,0
50.27,16,2,6,1,2,24.26,0.8535,0,1,476,0.5486,3.9371057857956093,0.3333333333333333,-0.05867314319869148,0,0,0,0
291.04,8,6,2,0,6,34.61,-2.7955,0,0,554,0.4738,5.676890779187885,0.0,0.024692880486517594,0,1,0,0
72.05,19,0,6,1,3,83.77,-0.2333,0,1,188,0.5931,4.291144138196708,0.25,-0.051131871462744914,0,0,0,0
20.78,18,5,2,0,4,81.97,1.0478,0,0,1198,0.1607,3.0809921175048145,0.0,-0.06888398357945659,0,1,0,0
45.79,15,6,1,2,10,22.74,0.4356,0,0,1621,0.1698,3.845669504878125,0.18181818181818182,-0.06022433224263274,0,1,0,0
72.0,18,4,4,1,4,22.78,-0.0878,0,0,2401,0.5593,4.290459441148391,0.2,-0.051149183840467474,0,0,0,0
43.53,19,4,4,0,7,120.4,-1.0146,0,0,528,0.1677,3.796163119333611,0.0,-0.06100685171569239,0,0,0,0
95.42,12,4,0,1,4,141.55,-0.3272,0,0,2031,0.3979,4.568713648977476,0.2,-0.043040066115220994,0,0,0,0
307.04,16,1,4,2,3,443.9,0.9525,0,0,1859,0.2468,5.7302296446710494,0.5,0.03023284135773637,0,0,0,0
347.01,10,2,4,4,5,53.82,-0.7441,0,0,2700,0.2198,5.852231214993798,0.6666666666666666,0.04407235610914977,0,0,0,0
43.09,17,6,1,0,4,32.56,-0.0348,0,1,3131,0.1688,3.7862329993698465,0.0,-0.061159200639650906,0,1,0,0
12.19,12,6,6,2,5,40.67,0.0187,0,0,2569,0.1007,2.579458966729223,0.3333333333333333,-0.07185825007219217,0,1,0,0
147.76,15,0,0,2,6,50.95,1.1693,0,1,1510,0.1783,5.0023342690568695,0.2857142857142857,-0.02491746911524657,0,0,0,0
38.06,19,4,4,0,5,141.66,-2.1489,0,0,833,0.5949,3.665098925448533,0.0,-0.06290082583854031,0,0,0,0
147.95,12,6,2,1,2,12.38,0.5908,0,0,3444,0.5552,5.003610679159292,0.3333333333333333,-0.024851682079900846,0,1,0,0
133.3,15,3,6,0,5,70.71,-0.7214,1,0,2252,0.4697,4.900076103529192,0.0,-0.029924208752610534,0,0,1,0
36.34,20,6,6,0,6,362.92,-1.1646,0,1,1507,0.0161,3.6200651381135764,0.0,-0.06349637163219633,0,1,0,0
100.76,16,6,2,0,4,59.5,0.0383,0,0,2655,0.2272,4.622617099591812,0.0,-0.04119110417445172,0,1,0,0
208.61,16,3,4,0,5,94.03,0.9451,0,0,2072,0.0087,5.3452486612324694,0.0,-0.003848305426892648,0,0,0,0
133.35,9,4,5,1,3,84.72,0.3931,0,0,229,0.4763,4.9004483350615,0.25,-0.02990689637488798,0,0,0,0
47.87,18,2,3,4,9,16.18,1.6193,0,0,2550,0.3221,3.8891637112820634,0.4,-0.0595041373293743,0,0,0,0
51.65,17,2,5,0,11,110.1,-0.9117,0,0,3245,0.5576,3.9636662385799846,0.0,-0.058195321573548855,0,0,0,0
38.09,16,0,6,1,5,36.63,-0.4014,1,1,2134,0.1388,3.6658666798048634,0.16666666666666666,-0.06289043841190678,0,0,1,0
14.65,18,4,5,3,6,38.33,-0.2914,0,0,1639,0.5919,2.750470916986162,0.42857142857142855,-0.07100648108824228,0,0,0,0
69.1,17,5,0,0,3,51.59,0.3558,1,1,1573,0.3524,4.249922794040544,0.0,-0.05215330174837588,0,1,0,0
49.24,14,4,5,1,6,70.25,-0.1078,0,1,2850,0.4613,3.9168115221599433,0.14285714285714285,-0.059029778179776185,0,0,0,0
109.49,12,3,4,0,1,58.01,0.5845,0,0,2683,0.3294,4.704925019125084,0.0,-0.03816836302409298,0,0,0,0
65.36,18,5,0,3,9,349.49,1.1903,0,0,1729,0.5828,4.195094465322244,0.3,-0.053448267602023265,0,1,0,0
98.56,20,4,1,0,7,38.48,0.2511,0,0,3465,0.2736,4.600760477499391,0.0,-0.0419528487942443,0,0,0,0
58.71,8,2,3,0,3,61.08,2.0248,0,1,3342,0.1815,4.089499510558901,0.0,-0.05575081383912357,0,0,0,0
53.55,11,3,3,1,9,67.57,-1.1241,0,1,314,0.3456,3.9991177122790798,0.1,-0.05753745122009163,0,0,0,0
21.15,13,3,1,1,5,30.24,-1.2778,0,1,2461,0.1904,3.0978374964911444,0.16666666666666666,-0.06875587198430966,0,0,0,0
132.9,8,1,1,0,3,27.21,-0.3899,0,1,1390,0.4783,4.897093252697127,0.0,-0.030062707774391004,0,0,0,0
62.45,17,0,1,2,5,69.43,0.4094,0,0,3067,0.1276,4.150252194160397,0.3333333333333333,-0.05445584798547619,0,0,0,0
70.83,10,1,1,1,4,13.16,0.3337,0,0,1411,0.2189,4.27430221608671,0.2,-0.05155429347917535,0,0,0,0
91.38,20,6,5,3,3,24.26,0.2145,0,0,3356,0.4971,4.525910505002459,0.75,-0.04443890623520373,0,1,0,0
127.69,12,4,4,1,7,14.73,0.1045,0,0,1209,0.3867,4.857406411505574,0.125,-0.03186665753308162,0,0,0,0
156.12,18,3,0,0,3,46.69,-0.9484,0,0,367,0.3647,5.0570098446061555,0.0,-0.022022839560034754,0,0,0,0
34.74,8,5,5,3,3,81.0,-0.1944,1,1,1216,0.5121,3.576270509731282,0.75,-0.0640503677193182,0,1,0,0
42.42,17,3,2,0,7,75.3,0.8541,1,0,217,0.2687,3.7709201644501458,0.0,-0.061391186501133184,0,0,0,0
64.67,20,6,5,0,6,11.76,-0.9808,1,0,2097,0.5976,4.184642200202881,0.0,-0.053687178414594576,0,1,1,0
67.25,13,5,6,0,6,168.08,0.275,0,1,3641,0.5793,4.223177434065069,0.0,-0.052793859724110555,0,1,0,0
11.41,8,5,6,2,8,39.8,1.0557,0,0,1276,0.3823,2.5185025992165158,0.2222222222222222,-0.07212832316466408,0,1,0,0
73.61,20,0,5,0,4,48.8,-0.2028,0,0,776,0.1283,4.312274546483423,0.0,-0.050591725277801085,0,0,0,0
46.53,14,5,4,1,10,36.79,-0.6628,0,1,869,0.0511,3.861361090625918,0.09090909090909091,-0.05996810905233887,0,1,0,0
78.27,18,1,3,0,0,30.14,-1.0074,0,0,3622,0.3391,4.372859746849064,0.0,-0.04897821167405862,0,0,0,0
212.87,11,3,3,0,9,123.78,0.4778,0,0,2226,0.5924,5.365368353797646,0.0,-0.0023732908449306516,0,0,0,0
93.07,11,5,1,0,5,45.62,0.3127,0,1,3201,0.2925,4.54403918598386,0.0,-0.043853747868181255,0,1,0,0
93.19,14,3,0,1,4,40.09,0.6422,0,0,1786,0.4369,4.545314018834726,0.2,-0.04381219816164711,0,0,0,0
83.55,10,4,4,1,3,15.02,2.0252,0,1,2381,0.1881,4.4373430753445895,0.25,-0.04715002458655642,0,0,0,0
143.15,14,3,5,0,4,159.3,-0.9442,0,1,1106,0.5909,4.970854424084411,0.0,-0.026513670341266473,0,0,0,0
118.47,15,6,5,0,4,7.49,-0.0885,0,0,3621,0.5936,4.783065293829132,0.0,-0.03505905998512144,0,1,0,0
348.66,21,0,1,0,4,77.23,-1.0712,0,1,2357,0.5044,5.856961253769503,0.0,0.04464366457399422,0,0,0,0
52.61,19,6,1,2,4,54.39,1.0727,1,1,1755,0.1052,3.9817356178394463,0.4,-0.057862923921275726,0,1,0,0
110.11,20,4,4,0,4,128.3,0.6039,0,0,2220,0.0288,4.710520701595917,0.0,-0.03795368954033325,0,0,0,0
57.03,16,0,4,0,5,24.17,1.03,0,0,1838,0.5972,4.060960118202517,0.0,-0.05633250973060155,0,0,0,0
10.25,20,6,1,1,8,49.99,0.4596,1,0,2637,0.2277,2.4203681286504293,0.1111111111111111,-0.07252997032782744,0,1,1,0
27.75,21,3,0,1,6,24.64,-0.0907,0,0,608,0.3952,3.3586377672433594,0.14285714285714285,-0.06647063812493191,0,0,0,0
18.9,11,0,4,0,5,40.95,1.6506,0,0,3566,0.0818,2.990719731730447,0.0,-0.0695349289818248,0,0,0,0
27.13,21,2,1,1,3,70.99,0.8784,0,0,1991,0.0173,3.3368366225017656,0.25,-0.06668531160869164,0,0,0,0
51.36,8,6,6,1,3,102.62,1.4132,0,0,423,0.3223,3.9581429410416993,0.25,-0.05829573336433969,0,1,0,0
17.32,14,4,0,0,5,139.15,0.817,0,1,3127,0.1788,2.9079933592459843,0.0,-0.07008200011785765,0,0,0,0
14.94,15,5,5,0,4,150.01,1.169,0,1,2255,0.4105,2.768831673362069,0.0,-0.07090606929745144,0,1,0,0
6.34,8,0,0,2,6,62.0,-1.3332,0,1,835,0.4134,1.9933388426264242,0.2857142857142857,-0.07388379826573153,0,0,0,0
104.29,13,6,3,0,6,28.48,0.3652,0,0,740,0.0567,4.656718447868668,0.0,-0.03996885030723908,0,1,0,0
7.4,13,4,4,1,4,18.62,-0.7423,0,0,2984,0.1446,2.128231705849268,0.2,-0.07351677585801329,0,0,0,0
230.8,18,6,0,4,10,40.04,0.67,0,1,1460,0.3767,5.445874930905651,0.36363636363636365,0.0038349278063788935,0,1,0,0
104.83,8,0,6,1,6,119.35,-0.8052,1,0,677,0.1366,4.661834033105633,0.14285714285714285,-0.03978187662783545,0,0,0,0
49.98,14,1,0,2,6,55.89,-2.6641,0,1,2603,0.3353,3.9314333989479695,0.2857142857142857,-0.05877355498948232,0,0,0,0
5.1,18,4,5,1,3,43.25,-0.3026,0,0,246,0.2483,1.8082887711792655,0.25,-0.074313145233251,0,0,0,0
29.91,11,3,5,1,7,10.34,0.298,0,1,3183,0.467,3.431079756144025,0.125,-0.06572274340731737,0,0,0,0
45.42,14,0,3,1,6,100.27,0.6093,0,1,2456,0.3369,3.837730400846291,0.14285714285714285,-0.060352443837779664,0,0,0,0
579.41,23,4,8,12,21,46.73,1.2078,1,1,75,0.9349,6.363734750358505,0.5454545454545454,0.1245402877636025,1,0,1,1
112.49,11,0,1,1,7,40.52,0.1909,0,1,2665,0.2904,4.731714727313047,0.125,-0.03712962036073946,0,0,0,0
21.27,15,2,2,1,4,45.63,-0.4801,0,0,1124,0.5776,3.1032404812692764,0.2,-0.0687143222777755,0,0,0,0
426.75,12,3,0,0,2,254.66,1.8044,0,0,398,0.23,6.058538912772303,0.0,0.07168213610108636,0,0,0,0
41.27,17,4,5,1,4,22.99,0.7554,0,0,2493,0.3234,3.7440776145786985,0.2,-0.06178937118875204,0,0,0,0
278.28,16,1,6,0,3,111.79,-1.104,0,1,1975,0.0526,5.63221486279678,0.0,0.020274761691720603,0,0,0,0
159.65,12,2,4,0,5,30.77,0.4293,0,0,2076,0.3558,5.0792280855618674,0.0,-0.02080058569282211,0,0,0,0
70.06,8,0,4,0,6,96.99,0.7599,0,0,2578,0.1928,4.263524590592881,0.0,-0.05182090409610275,0,0,0,0
54.3,19,5,3,2,5,43.6,0.5843,0,1,3065,0.1548,4.012772908528289,0.3333333333333333,-0.05727776555425325,0,1,0,0
42.56,12,6,0,0,3,7.88,-0.2303,0,0,974,0.5013,3.77413929806476,0.0,-0.06134271184351003,0,1,0,0
30.29,9,0,5,1,1,28.66,0.6507,0,0,3117,0.3932,3.443298557680791,0.5,-0.06559116933662593,0,0,0,0
107.79,11,0,1,2,3,69.92,-0.645,0,0,3232,0.1764,4.689419418432991,0.5,-0.038756983866659975,0,0,0,0
42.46,18,1,0,1,6,43.38,-0.0051,1,0,326,0.27,3.7718409748282835,0.14285714285714285,-0.06137733659895514,0,0,1,0
198.6,10,5,3,1,6,77.0,0.0221,0,1,2278,0.5715,5.296315363877364,0.14285714285714285,-0.007314243446948902,0,1,0,0
96.45,14,6,3,0,6,105.14,-0.0055,0,0,1430,0.5879,4.57933942595357,0.0,-0.04268343113413628,0,1,0,0
196.07,18,4,2,3,4,48.14,0.3998,0,0,631,0.2028,5.283558995572491,0.6,-0.008190249759710371,0,0,0,0
13.83,19,6,1,1,2,37.8,-0.8233,0,0,1259,0.251,2.696652156149841,0.3333333333333333,-0.07129040408289224,0,1,0,0
7.2,15,6,0,1,4,39.85,1.194,0,0,2637,0.5591,2.1041341542702074,0.2,-0.07358602536890353,0,1,0,0
66.29,16,3,4,0,5,12.59,0.3695,0,0,640,0.0842,4.209011637200227,0.0,-0.05312625737638367,0,0,0,0
23.01,11,3,3,1,4,50.08,0.8051,0,0,2671,0.0901,3.178470410233162,0.2,-0.06811185153303047,0,0,0,0
116.45,9,1,2,0,8,146.3,1.4818,0,0,2381,0.3535,4.7660127111049215,0.0,-0.03575848004511281,0,0,0,0
